-7.236814,-1.2731322,15.909855
-6.411176,0.64649904,14.127482
-6.750688,-0.80669254,14.902184
-7.2355275,-1.5065747,16.061918
-6.66817,-1.0646523,14.860483
-8.165881,-4.550893,18.257963
-5.637592,2.1173077,12.7607155
-7.443424,-4.1340656,17.147305
-6.2466683,-0.26870945,14.682732
-6.027267,0.42641315,14.201706
-6.847816,-2.4372325,16.173264
-5.410753,1.923622,12.849806
-7.1126037,-3.609786,16.976704
-6.753616,-2.0804398,16.160872
-6.4252687,-1.6094644,15.535444
-6.4252687,-1.6094644,15.535444
-6.4416394,-1.8497149,15.856251
-5.986467,-0.30857164,14.740482
-5.410855,1.6779455,13.403959
-5.087119,2.2922456,12.645803
-5.2425447,1.7804326,13.113778
-5.520677,-0.8222522,13.870783
-6.0117636,-1.2595516,15.311778
-6.3850503,-2.5706842,16.384466
-6.3482585,-2.919606,16.299976
-5.4328895,0.28876016,14.086834
-5.335994,0.66043997,13.847635
-5.101278,1.602981,13.344621
-6.571555,-3.5582495,17.237368
-5.141396,0.752771,13.801624
-5.783305,-1.6364232,15.493513
-5.857079,-2.086896,15.793063
-5.3573503,-0.32580313,14.5084915
-4.986593,1.12758,13.617462
-5.1133337,0.63757455,13.982416
-5.883341,-2.3572514,16.125675
-5.9648767,-2.5925617,16.372545
-4.841658,0.8066749,13.832641
-4.60535,1.2009612,13.19677
-5.292728,-0.9005781,15.166083
-5.2331066,-0.22610505,15.066783
-5.3811607,-1.9285666,15.516474
-4.6370406,1.4110118,13.546804
-5.1400213,-1.3032829,15.237505
-5.5197625,-1.8481214,16.586538
-4.762936,0.2853228,14.358451
-4.9337187,-0.94251686,14.863253
-4.474655,1.1735473,13.662332
-5.477944,-2.6674585,17.045307
-4.7948046,-1.3366455,15.266035
-4.9555616,-2.9628973,16.295279
-4.9941473,-2.1999173,16.486025
-4.9123635,-2.372988,16.283749
-4.8380995,-1.9302778,16.069695
-5.063375,-4.4417286,17.179306
-4.452078,-3.1129081,16.06216
-4.326265,-1.4357054,15.79336
-3.8527918,0.11606516,14.454815
-4.212269,-0.7537459,15.932437
-3.5603445,1.2726309,13.513891
-4.0992455,-1.8455064,15.816959
-4.0992455,-1.8455064,15.816959
-4.4674444,-3.1992934,17.357294
-3.8785734,-0.2947475,15.195574
-3.4780173,0.96159947,13.699002
-3.1598947,1.1151783,12.710982
-3.9369347,-2.179476,16.162577
-3.8741817,-3.109835,16.131405
-3.8741817,-3.109835,16.131405
-3.7192245,-2.3058388,15.494095
-3.9810424,-3.8912473,17.206066
-3.6329563,-2.3860846,16.356085
-3.7823434,-3.5369017,17.0328
-3.3859568,-1.3133911,15.3578205
-2.8119907,1.2172726,13.694989
-3.1258137,-1.281499,15.477212
-2.875017,-0.34346226,14.868068
-3.0032454,-1.8158811,15.656151
-2.9871964,-3.2611973,16.916758
-2.7833638,-2.1328323,16.043146
-2.1883266,2.221607,12.939669
-2.5074387,-0.17406683,14.796015
-3.0237334,-4.084887,18.017822
-2.3870506,0.15410589,14.899267
-2.451796,-0.06625169,15.402513
-1.8727752,1.1455591,11.855805
-2.3699856,-1.053501,15.328849
-2.0317268,0.114097066,14.4545355
-2.0614836,-0.13669312,14.792448
-1.9682068,0.6856491,14.183073
-2.1717796,-1.504078,15.728292
-2.4328332,-4.374854,17.896946
-2.2314985,-2.629275,16.941961
-2.085451,-2.3410885,16.502651
-1.8087568,0.08804208,15.074778
-1.7906893,-0.28257123,15.032101
-1.6127294,1.091793,13.815711
-1.493522,2.2115493,12.888096
-1.9376984,-3.4783444,17.425215
-1.531545,0.607338,14.0878525
-1.8077245,-2.3544552,16.766645
-1.6627893,-1.3236624,15.678639
-1.6627893,-1.3236624,15.678639
-1.1853269,2.1708,12.895138
-1.5347148,-3.2457576,17.572737
-1.5347148,-3.2457576,17.572737
-1.4476103,-2.5403767,16.837435
-1.5103036,-3.6336288,17.733788
-1.3125556,-1.8547581,15.520474
-1.2002343,0.17417616,14.429865
-1.2357963,-2.2505774,16.543316
-1.3323963,-4.4100947,18.559252
-1.1389382,-3.7981875,18.499258
-0.50099534,2.0412903,12.985107
-0.5120642,-0.14853238,14.942227
-0.39220574,0.5909593,14.401426
-0.42969683,-1.1909479,16.126375
-0.45252016,-4.3781843,18.78781
-0.37450147,-1.5289654,16.08933
-0.43300074,-4.0987296,18.743456
-0.2545304,1.9883745,13.071281
-0.3478195,-3.044123,19.612947
-0.07889398,-5.217512,20.436691
-0.08127088,-4.1368713,18.749563
-0.08127088,-4.1368713,18.749563
-4.1451767e-05,-0.6468149,15.258546
0.02411366,-1.2084997,15.802159
0.030945702,0.8984637,13.901321
0.11591066,1.8534095,13.393939
0.1412062,0.53992933,14.127544
0.1412062,0.53992933,14.127544
0.18229783,-3.1106546,17.851503
0.26066092,-1.4772444,15.738697
0.26906225,-1.9989405,16.978737
0.4438394,-5.0384774,19.704607
0.33665523,0.93511194,14.02582
0.45385095,-2.8548665,18.341352
0.41398188,1.5906457,13.603699
0.4637193,-0.3541266,15.243588
0.42977563,1.0796341,14.067582
0.65821964,-4.824692,19.129932
0.58705354,1.8287858,13.580805
0.58705354,1.8287858,13.580805
0.62846893,0.29452407,14.72847
0.609069,1.2220708,13.659567
0.609069,1.2220708,13.659567
0.609069,1.2220708,13.659567
0.85350245,-3.5375383,16.742615
1.0777012,-4.995122,20.415438
0.7380748,2.251466,12.992268
0.7380748,2.251466,12.992268
0.8025906,1.9355073,13.539316
0.9541923,0.39507544,14.715506
1.3826764,-5.1177535,20.659086
1.1145264,-0.43321702,16.268887
1.5222814,-4.913166,20.946043
1.1766034,-0.11149889,15.272238
1.2285559,-2.564441,15.923335
1.0669482,2.1660173,13.117306
1.743298,-3.9149122,19.437975
2.2948353,-5.4260764,21.40073
2.7423916,-5.079395,21.345034
2.7423916,-5.079395,21.345034
2.5762124,-4.1195617,19.485722
2.5762124,-4.1195617,19.485722
2.9480374,-4.4034142,19.895342
1.9657297,2.0575612,13.128023
3.3245814,-5.6793995,22.133707
3.3245814,-5.6793995,22.133707
2.0930228,1.447385,13.77108
2.0459063,2.3601675,13.178154
2.8015895,-2.458991,18.025114
2.8603313,-1.8846232,17.414358
2.5335734,-0.21807577,15.37826
3.0869994,-1.2215893,16.574936
3.2915359,-2.0229588,17.583673
4.3465285,-5.9534574,23.178173
3.038276,-0.9078051,16.205368
3.2435362,-1.8071067,17.29935
3.6474113,-3.8460946,19.421175
2.7457983,0.86222565,14.479442
3.092341,-0.74586594,16.025562
3.5061498,-2.5076826,18.140572
2.580204,2.146293,13.078017
3.1277814,-0.19365811,15.497323
3.1277814,-0.19365811,15.497323
3.4576209,-1.9970978,17.05888
2.6562452,2.3303466,13.056528
2.7994585,2.174964,13.273182
3.9124985,-2.21797,17.887362
3.413119,-0.30698833,15.46447
4.0244966,-2.4748852,17.531677
4.155019,-2.5096366,18.182232
3.8429158,-1.2615479,16.743505
3.040091,2.3792636,13.230455
4.699617,-4.1142516,20.280405
3.7504325,0.57338977,15.601888
3.9592376,-0.7915741,16.415533
3.9421864,-0.33186576,15.645005
4.271873,-1.2550418,16.73076
5.466856,-4.4524574,21.347223
3.8193839,0.8040959,14.787277
4.005366,0.025632262,15.313353
3.9102814,0.98144644,14.428906
3.7363064,2.1242766,13.491169
5.8205476,-4.8943033,20.934969
4.3629093,-0.12897329,15.6790695
4.1148033,0.73931503,14.715468
5.731299,-4.075048,20.279922
5.1609035,-2.262222,17.963652
4.899367,-1.2983658,16.73746
4.483751,0.04562974,15.297926
5.9432135,-4.3666115,20.199846
5.9432135,-4.3666115,20.199846
5.1251297,-1.5980872,17.287191
5.0569925,-1.0671873,17.000813
4.3348966,0.54472584,14.527536
5.298406,-1.9571098,17.656174
6.5420876,-3.443089,21.373549
6.5420876,-3.443089,21.373549
4.959268,-0.7310714,16.2193
4.921347,-0.36835024,15.855142
4.921347,-0.36835024,15.855142
